,0,1
9953,teaches,16
9954,winters,4
9955,sok,1
9956,kwu,1
9957,cropped,13
9958,corrugated,4
9959,wadded,2
9960,wired,49
9961,venue,24
9962,l-shaped,11
9963,choosing,12
9964,birger,1
9965,deal,14
9966,abreast,2
9967,digger,1
9968,darts,3
9969,listed,11
9970,tyumen,1
9971,hurry,7
9972,emus,2
9973,sidwealk,1
9974,okay,6
9975,dilapidated,60
9976,m,90
9977,floor-standing,1
9978,boarwalk,1
9979,delicacy,8
9980,blooming,45
9981,israel,4
9982,skiiing,6
9983,weak,2
9984,bladder,1
9985,powerful,11
9986,threes,6
9987,trenchcoat,4
9988,straw-like,1
9989,hyenas,8
9990,doot,1
9991,2pm,1
9992,revolving,3
9993,high-fiveing,1
9994,fitted,27
9995,snoot,1
9996,guinea,10
9997,election,3
9998,turkies,2
9999,merging,11
10000,eco,1
10001,require,4
10002,sportscars,1
10003,bonnets,3
10004,cheetah,13
10005,acer,2
10006,carpets,10
10007,traced,1
10008,jewish,9
10009,85th,2
10010,toiled,15
10011,seuss,6
10012,director,7
10013,twisted,23
10014,lei,12
10015,wieners,6
10016,settee,10
10017,list,7
10018,warcraft,1
10019,said,8
10020,red-haired,9
10021,tye-dye,3
10022,boardshorts,1
10023,azure,5
10024,backround,5
10025,sweeps,7
10026,scary,19
10027,finely,18
10028,respect,2
10029,sashed,1
10030,cloud-filled,3
10031,chikd,2
10032,spelled,14
10033,ruler,32
10034,majestically,7
10035,gyro,6
10036,devour,2
10037,delectable,9
10038,ban,13
10039,crank,1
10040,stormtrooper,3
10041,donoughts,1
10042,ontop,9
10043,plate/,1
10044,victoria,8
10045,shoveled,4
10046,lapt,6
10047,well-furnished,7
10048,wig,51
10049,mechanic,12
10050,barked,2
10051,n74595,1
10052,spouting,8
10053,muzzled,5
10054,qatar,2
10055,stationed,30
10056,knocked,59
10057,musk,1
10058,frothy,16
10059,snowed,5
10060,doo,6
10061,toronto,6
10062,silouhette,1
10063,winking,5
10064,viet,3
10065,nam,3
10066,halter,16
10067,signpost,20
10068,blue-stripped,1
10069,algae,11
10070,dispense,1
10071,merry-go-round,3
10072,lucky,18
10073,bicyclers,4
10074,fierce,9
10075,munchkins,1
10076,hockey,44
10077,extraordinary,6
10078,red-faced,1
10079,baboon,4
10080,wildebeast,3
10081,radar,5
10082,downstream,1
10083,crout,1
10084,wastebasket,8
10085,precarious,2
10086,tugging,12
10087,starbuck,2
10088,to-go,8
10089,taylor,2
10090,mulberry,1
10091,leeks,10
10092,portends,1
10093,lethargic,2
10094,sorry,7
10095,lasso,18
10096,slough,1
10097,traffice,8
10098,reader,12
10099,repurposed,4
10100,sight-seeing,1
10101,australian,15
10102,warmly,26
10103,manipulated,8
10104,four-legged,3
10105,chins,4
10106,grimacing,8
10107,doctors,20
10108,average,12
10109,weaves,5
10110,ribbion,1
10111,haven,4
10112,blended,18
10113,prices,24
10114,custome,2
10115,loving,17
10116,mercedes,22
10117,benz,7
10118,itallian,2
10119,fastfood,1
10120,screensaver,6
10121,thai,15
10122,partners,7
10123,cople,1
10124,discusses,2
10125,racism,3
10126,cnn,3
10127,glass-walled,3
10128,likek,1
10129,baller,1
10130,bolt,6
10131,hanggliders,1
10132,parachuting,8
10133,blob,4
10134,vigorously,15
10135,walkiong,1
10136,weight,23
10137,peoplare,1
10138,crests,9
10139,knoll,11
10140,ucciani,1
10141,hurd,2
10142,chocolate-covered,5
10143,hugged,13
10144,burns,7
10145,horse-like,3
10146,loop,17
10147,amp,12
10148,smoky,8
10149,japanese-style,1
10150,marred,2
10151,safeway,8
10152,sprung,3
10153,thinly,7
10154,sticky,26
10155,besdie,1
10156,avid,7
10157,sarong,3
10158,crawl,1
10159,pacifer,1
10160,calzone,14
10161,crusty,8
10162,retrieve,16
10163,dolphins,10
10164,molded,5
10165,stone-paved,4
10166,quiche,35
10167,na,3
10168,planets,3
10169,myspace,6
10170,buddy,9
10171,nokia,39
10172,sample,24
10173,recoiling,2
10174,labelled,13
10175,varous,2
10176,knicknacks,1
10177,experienced,4
10178,inbound,1
10179,vac,2
10180,nearest,11
10181,mountaintops,1
10182,disaster,4
10183,readers,4
10184,drew,4
10185,pre,9
10186,schoolbus,6
10187,normally,4
10188,eastcote,2
10189,convey,2
10190,interacts,10
10191,armed,19
10192,garni,1
10193,gueghard,2
10194,simulator,11
10195,mid-action,1
10196,gazes,26
10197,fiddling,5
10198,motif,22
10199,leaniing,1
10200,welcomes,3
10201,mingling,10
10202,sunning,6
10203,wed,7
10204,racketts,3
10205,manufacturing,8
10206,no-nonsense,1
10207,frizbe,7
10208,marshland,2
10209,arab,3
10210,longingly,7
10211,keniston,1
10212,laundramat,1
10213,$11,2
10214,98/kilogram,1
10215,reigns,26
10216,plantain,8
10217,flora,2
10218,white-tile,1
10219,maintains,4
10220,enclose,9
10221,subtle,1
10222,krispee,3
10223,cherubs,4
10224,place-mat,2
10225,freesby,4
10226,friz,2
10227,statoin,1
10228,disembark,9
10229,attentive,15
10230,whoever,4
10231,bothered,2
10232,tootpaste,1
10233,tipping,8
10234,toga,9
10235,adjust,20
10236,stitches,3
10237,ggroup,1
10238,nopen,1
10239,peg,7
10240,odd-looking,2
10241,divers,6
10242,ballplayer,4
10243,stern,8
10244,bouguet,2
10245,boot,48
10246,creative,18
10247,trams,8
10248,llama,18
10249,verdant,20
10250,kindle,4
10251,trumpets,4
10252,clamped,2
10253,tines,1
10254,loses,10
10255,15pm,1
10256,spokes,8
10257,gaining,7
10258,chat,20
10259,silk,12
10260,ukelele,2
10261,dustbin,4
10262,chain-link,10
10263,harley,33
10264,davidson,30
10265,combines,6
10266,scrappers,1
10267,hurdles,7
10268,whiel,2
10269,stillness,11
10270,bibs,6
10271,dishing,10
10272,manipulates,1
10273,reachiing,2
10274,bonnet,7
10275,servers,7
10276,clears,3
10277,patients,4
10278,faster,8
10279,blackbird,4
10280,quality,15
10281,measured,6
10282,0,3
10283,mtr,1
10284,cool-looking,1
10285,tableware,2
10286,fare,4
10287,cradled,3
10288,customer,45
10289,rained,6
10290,slabs,8
10291,spoonful,13
10292,consumer,3
10293,angrily,14
10294,sugary,18
10295,devastated,2
10296,wrecks,2
10297,collapsed,5
10298,catalog,5
10299,sited,4
10300,jeeps,8
10301,dismantled,11
10302,pickups,1
10303,enthusiasm,4
10304,servicing,9
10305,moorings,3
10306,mane,33
10307,plarte,1
10308,garment,16
10309,exactly,12
10310,hazepad,1
10311,sole,7
10312,parasale,1
10313,turk,1
10314,sunexpress,3
10315,grassed,6
10316,models,42
10317,rotunda,8
10318,carseat,6
10319,wagging,10
10320,hand-plant,1
10321,movable,9
10322,concentrating,26
10323,coffeepot,4
10324,beam,38
10325,cork,13
10326,stork,20
10327,remnants,9
10328,mewn,1
10329,tippy,2
10330,placards,2
10331,crumbled,11
10332,streetcar,24
10333,warmth,4
10334,tiddly,1
10335,wiik,1
10336,sending,10
10337,primary,4
10338,restraints,2
10339,spotless,20
10340,mooring,8
10341,intertube,1
10342,mid-throw,2
10343,website,12
10344,pru13,1
10345,grass-less,2
10346,suites,12
10347,densely,9
10348,wwi,1
10349,algerie,2
10350,envelope,14
10351,minnesota,6
10352,fault,2
10353,dollies,1
10354,oppsite,1
10355,baters,2
10356,march,23
10357,microwaveable,3
10358,prepacked,2
10359,managers,3
10360,newscast,5
10361,bravely,1
10362,recover,3
10363,scantily,12
10364,fascinating,12
10365,unzipped,9
10366,southern,11
10367,alyeska,2
10368,wigs,8
10369,evan,1
10370,moutain,4
10371,borne,3
10372,polocrosse,2
10373,broccolli,15
10374,ned,2
10375,camaro,1
10376,spout,15
10377,omelets,6
10378,711,1
10379,bedet,1
10380,scrap,11
10381,basked,3
10382,pediatricians,1
10383,wreath,25
10384,sinka,1
10385,mounds,19
10386,flushing,23
10387,headlight,13
10388,at-bat,1
10389,graduation,38
10390,brooke,2
10391,spectate,2
10392,sideline,11
10393,eighteen,20
10394,osprey,3
10395,tandem,14
10396,axle,2
10397,rue,15
10398,gentle,42
10399,aggressively,11
10400,7-11,1
10401,whitecap,2
10402,calla,1
10403,lillies,3
10404,lade,3
10405,climber,8
10406,paths,16
10407,tackle,6
10408,starch,4
10409,popeye,1
10410,murdered,6
10411,dodge,12
10412,mannequins,34
10413,surboard,14
10414,preferred,1
10415,tired,57
10416,navel,12
10417,post-pizza,1
10418,drifted,1
10419,papa,2
10420,johns,6
10421,riverdale,1
10422,peeping,14
10423,deejay,1
10424,yoga,19
10425,duvet,7
10426,afghan,12
10427,appearance,9
10428,plungers,6
10429,scorpion,3
10430,mailboxes,11
10431,address,17
10432,hsome,1
10433,adorns,23
10434,jumpin,1
10435,elevating,2
10436,visa,4
10437,blend,15
10438,stallion,4
10439,renovation,34
10440,back-splash,2
10441,wi,13
10442,presses,15
10443,assuming,1
10444,hogs,7
10445,oriented,4
10446,graph,6
10447,measures,4
10448,centimeters,1
10449,phillip,1
10450,bel,1
10451,lacks,5
10452,sufficient,1
10453,vying,9
10454,snowbank,5
10455,weathervane,8
10456,ending,9
10457,low-hanging,3
10458,shrouding,1
10459,eddy,2
10460,workmen,1
10461,concerning,2
10462,parachuter,2
10463,proton,1
10464,prance,2
10465,wile,9
10466,slider,13
10467,woodland,11
10468,romeo,1
10469,2013,9
10470,watermarked,3
10471,printing,8
10472,snowly,1
10473,pausing,15
10474,tabasco,3
10475,ramekin,4
10476,cessna,5
10477,frostings,1
10478,utilizing,8
10479,instamatic,1
10480,dinking,2
10481,emitting,16
10482,bugeyed,1
10483,undersized,1
10484,coating,7
10485,soaps,11
10486,shampoos,1
10487,shelters,6
10488,poising,2
10489,chubby,25
10490,fumes,1
10491,spraypainting,1
10492,green-eyed,2
10493,flagstaff,1
10494,surreal,5
10495,roma,1
10496,detector,3
10497,pedley,1
10498,hail,1
10499,cookstove,2
10500,largest,11
10501,pant,9
10502,feedbag,1
10503,creepily,2
10504,natives,2
10505,parka,18
10506,boxers,10
10507,impromptu,1
10508,puppet,13
10509,stricking,2
10510,tikis,2
10511,lo,10
10512,mein,11
10513,fridnds,1
10514,dine,12
10515,tangerines,57
10516,dishware,3
10517,skii,16
10518,represent,6
10519,yachts,21
10520,cove,13
10521,individually-wrapped,1
10522,panamerican,1
10523,trashed,6
10524,propping,14
10525,bulletins,1
10526,queued,1
10527,echo,4
10528,playng,2
10529,personelle,1
10530,wafer,5
10531,judged,8
10532,para-sailing,22
10533,devil,14
10534,mothers,15
10535,m&m,3
10536,wondefully,1
10537,mouthwash,13
10538,zooms,13
10539,blenders,27
10540,citys,1
10541,caserole,2
10542,dribbles,10
10543,hoover,1
10544,imitation,3
10545,wiring,10
10546,hippo,10
10547,child-sized,5
10548,fireplaces,4
10549,effortlessly,2
10550,swipe,1
10551,ump,15
10552,refreshment,4
10553,proclaims,3
10554,ping-pong,3
10555,cocking,6
10556,rims,14
10557,razors,2
10558,zig-zag,1
10559,wore,2
10560,confetti,17
10561,captioning,3
10562,multi-grain,1
10563,leafed,6
10564,teniis,1
10565,allow,27
10566,halters,1
10567,trashcans,9
10568,coney,4
10569,initial,3
10570,returned,15
10571,lanyard,10
10572,framing,9
10573,halved,17
10574,juicing,5
10575,nipples,3
10576,afield,7
10577,linguini,1
10578,well-worn,5
10579,spin,6
10580,rotating,10
10581,feeders,10
10582,peaked,6
10583,dispensing,7
10584,handwritten,15
10585,23pm,1
10586,ms,3
10587,piggie,1
10588,kermet,1
10589,crod,1
10590,picutre,4
10591,pete,2
10592,buttery,6
10593,equestrians,8
10594,balck,9
10595,laptaops,1
10596,roost,3
10597,funding,1
10598,longhorn,13
10599,peopl,5
10600,arond,2
10601,phallic,2
10602,heirloom,1
10603,snow-laden,1
10604,wakeboarding,15
10605,outfitted,14
10606,quilts,2
10607,sighting,3
10608,wal,2
10609,ing,5
10610,pleasantly,1
10611,wilson,6
10612,gorup,2
10613,campus,23
10614,gondola,15
10615,pats,5
10616,ankle,18
10617,nman,2
10618,unbrellas,5
10619,gazebo,28
10620,puppeh,2
10621,unning,1
10622,hes,9
10623,faculty,1
10624,glases,4
10625,incorporates,1
10626,collectibles,7
10627,issued,2
10628,die,7
10629,leotards,2
10630,neighbourhood,3
10631,blacktop,12
10632,gordon,4
10633,maxwell,4
10634,sephia,2
10635,room/,2
10636,hallways,2
10637,ion,10
10638,swept,4
10639,rockets,5
10640,precariously,7
10641,highest,10
10642,capture,24
10643,pinstriped,7
10644,spaceous,6
10645,paddy,2
10646,involves,5
10647,reverse,6
10648,dollars,12
10649,privately,2
10650,coordinating,11
10651,heavenly,3
10652,sustenance,12
10653,presidential,7
10654,candidate,1
10655,reuben,5
10656,powerboat,2
10657,legend,2
10658,carefoot,1
10659,chaise,17
10660,railyard,5
10661,padded,21
10662,manipulating,8
10663,wiki,2
10664,porter,4
10665,unloads,4
10666,sophisticated,8
10667,fplate,1
10668,breasteses,1
10669,beanch,2
10670,velvet,33
10671,belongs,16
10672,batman,17
10673,tug-of-war,2
10674,previous,2
10675,playstation,9
10676,bashed,4
10677,sweaters,20
10678,snowfall,6
10679,billiards,1
10680,vivew,1
10681,goslings,4
10682,slathered,7
10683,africa,28
10684,ken,4
10685,huddles,2
10686,retirement,1
10687,jetski,2
10688,asians,4
10689,pssanger,1
10690,minor,16
10691,changes,8
10692,tun,5
10693,chores,1
10694,hideous,4
10695,tanding,5
10696,hong,8
10697,kong,9
10698,roller-blading,1
10699,shocked,15
10700,red-bricked,1
10701,entwined,6
10702,teat,3
10703,ziti,2
10704,efficiency,16
10705,ripped,30
10706,stir-fry,12
10707,grassin,2
10708,tard,1
10709,tastefully,8
10710,reds,5
10711,golds,3
10712,saute,3
10713,hots,2
10714,ankles,14
10715,refigerator,6
10716,billboards,29
10717,obsticles,1
10718,mowing,2
10719,venezuela,1
10720,opining,1
10721,taught,7
10722,serta,1
10723,medals,9
10724,roofing,5
10725,rundown,39
10726,university,29
10727,agility,2
10728,toothaches,1
10729,portraits,12
10730,cathay,6
10731,pacman,4
10732,expires,1
10733,december,3
10734,leggings,6
10735,stafford,3
10736,themselve,1
10737,stain,23
10738,bayou,2
10739,downpour,4
10740,delicately,5
10741,panther,1
10742,russian,18
10743,turban,20
10744,andy,3
10745,warhol,2
10746,blindfolded,14
10747,remotely,2
10748,marbel,1
10749,margharita,1
10750,pretzel,19
10751,offset,4
10752,finds,13
10753,utilitarian,5
10754,erectly,1
10755,related,23
10756,resolution,2
10757,proposition,2
10758,upraised,4
10759,bread-based,1
10760,invisible,7
10761,carebear,2
10762,powder-blue,1
10763,sloppy,16
10764,joe,8
10765,dumped,9
10766,adn,7
10767,autumn,63
10768,spend,7
10769,scout,21
10770,666,1
10771,serious-looking,1
10772,contemplatively,1
10773,one-cart,1
10774,alluminum,1
10775,remnant,1
10776,connect,15
10777,paddington,5
10778,rodent,15
10779,seemed,3
10780,lose,6
10781,damp,16
10782,kiosk,25
10783,mexico,9
10784,spandex,5
10785,jumpsuits,1
10786,attend,14
10787,preacher,2
10788,advisable,1
10789,stevens,5
10790,17,6
10791,homegrown,2
10792,smith,7
10793,sailors,34
10794,doorstep,6
10795,snugly,3
10796,swining,5
10797,generator,5
10798,acroos,1
10799,cradle,7
10800,tres,2
10801,amlost,1
10802,tailed,11
10803,oone,2
10804,latrine,2
10805,continental,17
10806,mysterious,11
10807,treks,8
10808,bareback,7
10809,back-road,2
10810,strolls,14
10811,cracker,29
10812,flocks,3
10813,appliancea,1
10814,wheeler,58
10815,manicure,6
10816,vulture,8
10817,grills,9
10818,hitch,7
10819,burd,1
10820,mid-leap,4
10821,posting,11
10822,theatrical,3
10823,childrens,17
10824,interest,16
10825,ect,1
10826,hyrdrant,8
10827,scopes,3
10828,tripod,29
10829,executive,8
10830,tinted,17
10831,all-white,5
10832,slople,3
10833,summit,19
10834,pith,2
10835,poinsettia,4
10836,restauraint,1
10837,exercises,7
10838,struck,9
10839,pbiole,1
10840,two-colored,1
10841,montiors,1
10842,narrowly,3
10843,suspension,15
10844,minimally,4
10845,taupe,5
10846,weedy,7
10847,stay,42
10848,porcelin,3
10849,chevy,10
10850,insignia,6
10851,colourful,5
10852,tarmacs,5
10853,seatbelt,4
10854,someplace,4
10855,spill,6
10856,make-up,9
10857,brainwash,2
10858,coasts,4
10859,host,18
10860,hydant,3
10861,timer,20
10862,anchovies,13
10863,promote,4
10864,gender,2
10865,awareness,2
10866,cabana,6
10867,aroud,2
10868,hate,24
10869,hushpuppies,1
10870,applianes,1
10871,hings,1
10872,oregon,5
10873,toilett,1
10874,pivoting,1
10875,protesters,25
10876,birdohouses,1
10877,pentagram,1
10878,portugeuse,1
10879,holing,27
10880,noon,11
10881,flatlands,1
10882,intersecetion,1
10883,decadent,7
10884,classy,10
10885,restrooms,6
10886,sheila,2
10887,bloke,2
10888,armrest,11
10889,sloap,1
10890,roughly,2
10891,thirds,4
10892,90,3
10893,moonlight,5
10894,artic,1
10895,solemn,5
10896,forklift,20
10897,capsizing,1
10898,dealership,16
10899,cross-walk,3
10900,murdering,2
10901,bleed,3
10902,weaved,5
10903,heineken,3
10904,and/or,6
10905,croutons,10
10906,visage,1
10907,flyer,11
10908,anybody,2
10909,intricately,16
10910,thorough,6
10911,mauve,7
10912,watermelons,10
10913,pinto,9
10914,prepackaged,3
10915,finickily,1
10916,sohiphol,1
10917,generators,4
10918,pee,8
10919,wee,4
10920,herman,1
10921,unleashes,2
10922,learns,12
10923,lecacheur,1
10924,chateau,4
10925,henry,5
10926,blobs,3
10927,wearers,1
10928,torsos,6
10929,wearer,1
10930,charter,29
10931,blinders,13
10932,kimono,14
10933,rowers,13
10934,subbed,1
10935,buidlings,1
10936,gassy,2
10937,jammed,10
10938,munch,8
10939,snakes,5
10940,motorboats,5
10941,pnk,2
10942,nicholas,1
10943,former,10
10944,iran,1
10945,bbg,1
10946,logging,9
10947,smoke/fog/cloud,1
10948,stillwell,1
10949,mermaid,6
10950,bauble,2
10951,cornel,1
10952,sanders,2
10953,builidng,1
10954,attempted,9
10955,rotary,4
10956,worth,4
10957,quietly,19
10958,reachable,1
10959,contrast,13
10960,clawing,5
10961,scicors,2
10962,parasails,14
10963,minion,5
10964,sideboard,6
10965,sake,4
10966,dome-topped,1
10967,media,24
10968,berkeley,1
10969,grafiti,4
10970,since,11
10971,assume,2
10972,whenever,1
10973,rangers,2
10974,investigates,13
10975,centerpieces,3
10976,di,2
10977,crush,6
10978,eager,11
10979,powers,4
10980,rafters,13
10981,impoverished,3
10982,maybelline,2
10983,height,36
10984,backyards,4
10985,pagoda-style,1
10986,consumption,46
10987,wrote,14
10988,open-roofed,1
10989,$1,6
10990,humongous,15
10991,nikola,1
10992,tesla,1
10993,editing,5
10994,tibet,2
10995,prepped,10
10996,nevada,1
10997,cell-phone,6
10998,illuminates,12
10999,tiller,1
11000,shanks,3
11001,crosscountry,1
11002,chess,17
11003,teas,2
11004,arraingment,1
11005,bungee,4
11006,keeps,26
11007,unwanted,2
11008,overflowed,1
11009,providing,13
11010,screened,16
11011,marinated,2
11012,jeepney,1
11013,mangoes,25
11014,perked,6
11015,removes,13
11016,reared,3
11017,suppose,1
11018,alright,4
11019,chilly,11
11020,tankards,1
11021,permit,4
11022,advisory,1
11023,orphanage,12
11024,farmhouse,9
11025,intoxicated,2
11026,groupe,2
11027,bycycle,2
11028,doted,3
11029,sardines,3
11030,crawls,7
11031,attemping,5
11032,adventure,14
11033,thanksgiving,12
11034,fritter,7
11035,lover,3
11036,domed,27
11037,component,6
11038,shut,27
11039,admits,1
11040,walkin,3
11041,re-modeled,1
11042,costa,3
11043,rica,3
11044,whitewater,2
11045,teresa,5
11046,porridge,7
11047,forest-like,4
11048,cuddle,13
11049,storied,3
11050,octagon,4
11051,cylinders,6
11052,aligned,18
11053,cooly,1
11054,standalone,4
11055,textbook,9
11056,valve,10
11057,clamps,2
11058,organ,19
11059,trot,11
11060,sis,4
11061,jeff,7
11062,draws,16
11063,volt,3
11064,accessorizes,1
11065,gimp,2
11066,gag,5
11067,googly,11
11068,reclaim,1
11069,eagled,1
11070,dauchsand,1
11071,desolate,27
11072,mueseum,1
11073,cupped,4
11074,crinkle,6
11075,hebrew,2
11076,halted,2
11077,drank,7
11078,charges,3
11079,tryng,2
11080,giraff,8
11081,superimposed,11
11082,computer-generated,3
11083,witch,7
11084,paralle,1
11085,haul,15
11086,robbing,1
11087,rhode,5
11088,montage,21
11089,park-like,12
11090,apparently,24
11091,vested,1
11092,windup,6
11093,bucking,20
11094,bronco,8
11095,garnishment,7
11096,never,17
11097,thwere,1
11098,megaphone,3
11099,feminine,11
11100,diferent,2
11101,feta,16
11102,hoisting,5
11103,birth,17
11104,at&t,3
11105,multistory,8
11106,varied,11
11107,sleves,1
11108,measurements,4
11109,imitating,6
11110,wrangles,1
11111,breaded,30
11112,marines,4
11113,paddleboarding,5
11114,nibbling,31
11115,buggie,3
11116,scarecrow,11
11117,lampooning,1
11118,romney,1
11119,themself,7
11120,tumble,5
11121,hotels,17
11122,gains,6
11123,cake-like,1
11124,puffs,9
11125,upending,1
11126,court-side,1
11127,vinyl,13
11128,circa,4
11129,frisk,3
11130,vile,2
11131,pawn,8
11132,specific,8
11133,browses,6
11134,barricaded,6
11135,brave,11
11136,exaggerated,1
11137,dividing,11
11138,shoveling,10
11139,motorbikers,1
11140,grass/dirt,2
11141,voting,4
11142,snooping,4
11143,accouterments,2
11144,gush,1
11145,excellent,11
11146,stow,2
11147,kilts,7
11148,tacquet,1
11149,disheveled,8
11150,recreation,11
11151,parakeets,13
11152,counting,6
11153,wa]],1
11154,lugagge,1
11155,cardiff,2
11156,teach,11
11157,trike,6
11158,bock,4
11159,altogether,4
11160,furnace,8
11161,winners,5
11162,respective,15
11163,pedestals,13
11164,shams,1
11165,supply,20
11166,94,3
11167,curves,10
11168,agricultural,5
11169,conditioning,3
11170,visitor,14
11171,hurtle,2
11172,meak,1
11173,sprouting,6
11174,preperation,3
11175,content,14
11176,interaction,6
11177,especially,9
11178,muzzle,18
11179,40,10
11180,predators,8
11181,po,1
11182,pullout,3
11183,buskers,3
11184,snadwich,2
11185,meowing,6
11186,belted,2
11187,joke,19
11188,walsk,5
11189,scrubland,4
11190,glance,4
11191,jalepeno,1
11192,betting,6
11193,embraced,2
11194,incision,3
11195,surgery,9
11196,bathmat,6
11197,girrafe,8
11198,snowbird,2
11199,lungin,1
11200,freezbie,1
11201,bounded,6
11202,northern,2
11203,poultry,7
11204,garland,15
11205,interlocking,3
11206,heart-shaped,9
11207,cenent,1
11208,pain,12
11209,withe,14
11210,bannans,2
11211,propellor,37
11212,corful,1
11213,dtreet,3
11214,anticipating,15
11215,vision,7
11216,chinaman,1
11217,pianos,3
11218,depart,21
11219,abed,4
11220,unpredictable,1
11221,fireless,1
11222,equally,5
11223,prepairing,1
11224,shorn,15
11225,mirros,2
11226,shampooer,1
11227,a380,1
11228,pdas,1
11229,pagers,1
11230,heanor,1
11231,leftover,28
11232,taxidermied,1
11233,parcel,5
11234,screenshot,5
11235,mario,18
11236,off-focus,1
11237,apiece,4
11238,charge,19
11239,abandon,7
11240,ipods,2
11241,undercarriage,2
11242,parfait,5
11243,ol,2
11244,donation,12
11245,paced,2
11246,tie-dye,2
11247,drowsily,1
